법정동코드_변경후	법정동명_변경후	생성일자_변경후	삭제일자_변경후	법정동코드_변경전	법정동명_변경전	생성일자_변경전	삭제일자_변경전	변경내역
5175034026	강원특별자치도 영월군 남면 북쌍리	2023-06-09		4275034026	강원도 영월군 남면 북쌍리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4275034026 > 5175034026 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5175035500	강원특별자치도 영월군 한반도면	2023-06-09		4275035500	강원도 영월군 한반도면	2009-10-20	2023-06-09	[법정동코드 변경내역] 4275035500 > 5175035500 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5175035521	강원특별자치도 영월군 한반도면 옹정리	2023-06-09		4275035521	강원도 영월군 한반도면 옹정리	2009-10-20	2023-06-09	[법정동코드 변경내역] 4275035521 > 5175035521 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5175035522	강원특별자치도 영월군 한반도면 광전리	2023-06-09		4275035522	강원도 영월군 한반도면 광전리	2009-10-20	2023-06-09	[법정동코드 변경내역] 4275035522 > 5175035522 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5175035523	강원특별자치도 영월군 한반도면 신천리	2023-06-09		4275035523	강원도 영월군 한반도면 신천리	2009-10-20	2023-06-09	[법정동코드 변경내역] 4275035523 > 5175035523 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5175035524	강원특별자치도 영월군 한반도면 후탄리	2023-06-09		4275035524	강원도 영월군 한반도면 후탄리	2009-10-20	2023-06-09	[법정동코드 변경내역] 4275035524 > 5175035524 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5175035525	강원특별자치도 영월군 한반도면 쌍용리	2023-06-09		4275035525	강원도 영월군 한반도면 쌍용리	2009-10-20	2023-06-09	[법정동코드 변경내역] 4275035525 > 5175035525 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5175036000	강원특별자치도 영월군 주천면	2023-06-09		4275036000	강원도 영월군 주천면	1988-04-23	2023-06-09	[법정동코드 변경내역] 4275036000 > 5175036000 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5175036021	강원특별자치도 영월군 주천면 주천리	2023-06-09		4275036021	강원도 영월군 주천면 주천리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4275036021 > 5175036021 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5175036022	강원특별자치도 영월군 주천면 판운리	2023-06-09		4275036022	강원도 영월군 주천면 판운리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4275036022 > 5175036022 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5175036023	강원특별자치도 영월군 주천면 도천리	2023-06-09		4275036023	강원도 영월군 주천면 도천리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4275036023 > 5175036023 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5175036024	강원특별자치도 영월군 주천면 신일리	2023-06-09		4275036024	강원도 영월군 주천면 신일리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4275036024 > 5175036024 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5175036025	강원특별자치도 영월군 주천면 금마리	2023-06-09		4275036025	강원도 영월군 주천면 금마리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4275036025 > 5175036025 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5173033027	강원특별자치도 횡성군 둔내면 자포곡리	2023-06-09		4273033027	강원도 횡성군 둔내면 자포곡리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4273033027 > 5173033027 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5173033029	강원특별자치도 횡성군 둔내면 삽교리	2023-06-09		4273033029	강원도 횡성군 둔내면 삽교리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4273033029 > 5173033029 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5175038000	강원특별자치도 영월군 무릉도원면	2023-06-09		4275038000	강원도 영월군 무릉도원면	2016-11-15	2023-06-09	[법정동코드 변경내역] 4275038000 > 5175038000 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5173033030	강원특별자치도 횡성군 둔내면 마암리	2023-06-09		4273033030	강원도 횡성군 둔내면 마암리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4273033030 > 5173033030 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5173031033	강원특별자치도 횡성군 우천면 법주리	2023-06-09		4273031033	강원도 횡성군 우천면 법주리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4273031033 > 5173031033 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5173031032	강원특별자치도 횡성군 우천면 양적리	2023-06-09		4273031032	강원도 횡성군 우천면 양적리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4273031032 > 5173031032 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5175034025	강원특별자치도 영월군 남면 조전리	2023-06-09		4275034025	강원도 영월군 남면 조전리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4275034025 > 5175034025 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182033036	강원특별자치도 고성군 토성면 성대리	2023-06-09		4282033036	강원도 고성군 토성면 성대리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282033036 > 5182033036 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5175034024	강원특별자치도 영월군 남면 광천리	2023-06-09		4275034024	강원도 영월군 남면 광천리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4275034024 > 5175034024 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5175034022	강원특별자치도 영월군 남면 창원리	2023-06-09		4275034022	강원도 영월군 남면 창원리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4275034022 > 5175034022 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182034000	강원특별자치도 고성군 수동면	2023-06-09		4282034000	강원도 고성군 수동면	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282034000 > 5182034000 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182034021	강원특별자치도 고성군 수동면 신대리	2023-06-09		4282034021	강원도 고성군 수동면 신대리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282034021 > 5182034021 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182034022	강원특별자치도 고성군 수동면 외면리	2023-06-09		4282034022	강원도 고성군 수동면 외면리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282034022 > 5182034022 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182034023	강원특별자치도 고성군 수동면 덕산리	2023-06-09		4282034023	강원도 고성군 수동면 덕산리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282034023 > 5182034023 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182034024	강원특별자치도 고성군 수동면 사비리	2023-06-09		4282034024	강원도 고성군 수동면 사비리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282034024 > 5182034024 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182034025	강원특별자치도 고성군 수동면 고미성리	2023-06-09		4282034025	강원도 고성군 수동면 고미성리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282034025 > 5182034025 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182034026	강원특별자치도 고성군 수동면 신탄리	2023-06-09		4282034026	강원도 고성군 수동면 신탄리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282034026 > 5182034026 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183032029	강원특별자치도 양양군 손양면 수여리	2023-06-09		4283032029	강원도 양양군 손양면 수여리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283032029 > 5183032029 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182034028	강원특별자치도 고성군 수동면 상원리	2023-06-09		4282034028	강원도 고성군 수동면 상원리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282034028 > 5182034028 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183000000	강원특별자치도 양양군	2023-06-09		4283000000	강원도 양양군	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283000000 > 5183000000 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183025000	강원특별자치도 양양군 양양읍	2023-06-09		4283025000	강원도 양양군 양양읍	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283025000 > 5183025000 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5178036024	강원특별자치도 철원군 원남면 백양리	2023-06-09		4278036024	강원도 철원군 원남면 백양리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4278036024 > 5178036024 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183025033	강원특별자치도 양양군 양양읍 정손리	2023-06-09		4283025033	강원도 양양군 양양읍 정손리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283025033 > 5183025033 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5178036022	강원특별자치도 철원군 원남면 경상리	2023-06-09		4278036022	강원도 철원군 원남면 경상리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4278036022 > 5178036022 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5173033028	강원특별자치도 횡성군 둔내면 석문리	2023-06-09		4273033028	강원도 횡성군 둔내면 석문리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4273033028 > 5173033028 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5178036021	강원특별자치도 철원군 원남면 개야리	2023-06-09		4278036021	강원도 철원군 원남면 개야리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4278036021 > 5178036021 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5175033025	강원특별자치도 영월군 북면 덕상리	2023-06-09		4275033025	강원도 영월군 북면 덕상리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4275033025 > 5175033025 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5175034000	강원특별자치도 영월군 남면	2023-06-09		4275034000	강원도 영월군 남면	1988-04-23	2023-06-09	[법정동코드 변경내역] 4275034000 > 5175034000 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5175034021	강원특별자치도 영월군 남면 연당리	2023-06-09		4275034021	강원도 영월군 남면 연당리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4275034021 > 5175034021 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5175034023	강원특별자치도 영월군 남면 토교리	2023-06-09		4275034023	강원도 영월군 남면 토교리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4275034023 > 5175034023 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182031021	강원특별자치도 고성군 현내면 대진리	2023-06-09		4282031021	강원도 고성군 현내면 대진리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282031021 > 5182031021 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182034027	강원특별자치도 고성군 수동면 사천리	2023-06-09		4282034027	강원도 고성군 수동면 사천리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282034027 > 5182034027 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182025337	강원특별자치도 고성군 거진읍 자산리	2023-06-09		4282025337	강원도 고성군 거진읍 자산리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282025337 > 5182025337 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183035042	강원특별자치도 양양군 강현면 물갑리	2023-06-09		4283035042	강원도 양양군 강현면 물갑리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283035042 > 5183035042 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183035021	강원특별자치도 양양군 강현면 상복리	2023-06-09		4283035021	강원도 양양군 강현면 상복리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283035021 > 5183035021 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183034041	강원특별자치도 양양군 현남면 죽리	2023-06-09		4283034041	강원도 양양군 현남면 죽리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283034041 > 5183034041 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183033033	강원특별자치도 양양군 현북면 면옥치리	2023-06-09		4283033033	강원도 양양군 현북면 면옥치리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283033033 > 5183033033 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183034040	강원특별자치도 양양군 현남면 두리	2023-06-09		4283034040	강원도 양양군 현남면 두리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283034040 > 5183034040 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183033034	강원특별자치도 양양군 현북면 법수치리	2023-06-09		4283033034	강원도 양양군 현북면 법수치리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283033034 > 5183033034 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183034000	강원특별자치도 양양군 현남면	2023-06-09		4283034000	강원도 양양군 현남면	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283034000 > 5183034000 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183034021	강원특별자치도 양양군 현남면 인구리	2023-06-09		4283034021	강원도 양양군 현남면 인구리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283034021 > 5183034021 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183034022	강원특별자치도 양양군 현남면 북분리	2023-06-09		4283034022	강원도 양양군 현남면 북분리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283034022 > 5183034022 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183034023	강원특별자치도 양양군 현남면 동산리	2023-06-09		4283034023	강원도 양양군 현남면 동산리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283034023 > 5183034023 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183034024	강원특별자치도 양양군 현남면 시변리	2023-06-09		4283034024	강원도 양양군 현남면 시변리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283034024 > 5183034024 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183034025	강원특별자치도 양양군 현남면 정자리	2023-06-09		4283034025	강원도 양양군 현남면 정자리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283034025 > 5183034025 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183034026	강원특별자치도 양양군 현남면 광진리	2023-06-09		4283034026	강원도 양양군 현남면 광진리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283034026 > 5183034026 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183034027	강원특별자치도 양양군 현남면 전포매리	2023-06-09		4283034027	강원도 양양군 현남면 전포매리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283034027 > 5183034027 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183034028	강원특별자치도 양양군 현남면 후포매리	2023-06-09		4283034028	강원도 양양군 현남면 후포매리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283034028 > 5183034028 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183034029	강원특별자치도 양양군 현남면 견불리	2023-06-09		4283034029	강원도 양양군 현남면 견불리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283034029 > 5183034029 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183034030	강원특별자치도 양양군 현남면 상월천리	2023-06-09		4283034030	강원도 양양군 현남면 상월천리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283034030 > 5183034030 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183034031	강원특별자치도 양양군 현남면 하월천리	2023-06-09		4283034031	강원도 양양군 현남면 하월천리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283034031 > 5183034031 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183034032	강원특별자치도 양양군 현남면 창리	2023-06-09		4283034032	강원도 양양군 현남면 창리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283034032 > 5183034032 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183035041	강원특별자치도 양양군 강현면 적은리	2023-06-09		4283035041	강원도 양양군 강현면 적은리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283035041 > 5183035041 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183035040	강원특별자치도 양양군 강현면 주청리	2023-06-09		4283035040	강원도 양양군 강현면 주청리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283035040 > 5183035040 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183035039	강원특별자치도 양양군 강현면 전진리	2023-06-09		4283035039	강원도 양양군 강현면 전진리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283035039 > 5183035039 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183035038	강원특별자치도 양양군 강현면 장산리	2023-06-09		4283035038	강원도 양양군 강현면 장산리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283035038 > 5183035038 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182031000	강원특별자치도 고성군 현내면	2023-06-09		4282031000	강원도 고성군 현내면	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282031000 > 5182031000 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183033032	강원특별자치도 양양군 현북면 원일전리	2023-06-09		4283033032	강원도 양양군 현북면 원일전리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283033032 > 5183033032 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183031028	강원특별자치도 양양군 서면 범부리	2023-06-09		4283031028	강원도 양양군 서면 범부리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283031028 > 5183031028 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183035000	강원특별자치도 양양군 강현면	2023-06-09		4283035000	강원도 양양군 강현면	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283035000 > 5183035000 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183035022	강원특별자치도 양양군 강현면 중복리	2023-06-09		4283035022	강원도 양양군 강현면 중복리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283035022 > 5183035022 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183035023	강원특별자치도 양양군 강현면 하복리	2023-06-09		4283035023	강원도 양양군 강현면 하복리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283035023 > 5183035023 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183035024	강원특별자치도 양양군 강현면 강선리	2023-06-09		4283035024	강원도 양양군 강현면 강선리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283035024 > 5183035024 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183035025	강원특별자치도 양양군 강현면 물치리	2023-06-09		4283035025	강원도 양양군 강현면 물치리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283035025 > 5183035025 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183035026	강원특별자치도 양양군 강현면 간곡리	2023-06-09		4283035026	강원도 양양군 강현면 간곡리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283035026 > 5183035026 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183034033	강원특별자치도 양양군 현남면 임호정리	2023-06-09		4283034033	강원도 양양군 현남면 임호정리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283034033 > 5183034033 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183035027	강원특별자치도 양양군 강현면 둔전리	2023-06-09		4283035027	강원도 양양군 강현면 둔전리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283035027 > 5183035027 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183035029	강원특별자치도 양양군 강현면 침교리	2023-06-09		4283035029	강원도 양양군 강현면 침교리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283035029 > 5183035029 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183035030	강원특별자치도 양양군 강현면 회룡리	2023-06-09		4283035030	강원도 양양군 강현면 회룡리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283035030 > 5183035030 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183035031	강원특별자치도 양양군 강현면 금풍리	2023-06-09		4283035031	강원도 양양군 강현면 금풍리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283035031 > 5183035031 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183035032	강원특별자치도 양양군 강현면 사교리	2023-06-09		4283035032	강원도 양양군 강현면 사교리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283035032 > 5183035032 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183035033	강원특별자치도 양양군 강현면 방축리	2023-06-09		4283035033	강원도 양양군 강현면 방축리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283035033 > 5183035033 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183035034	강원특별자치도 양양군 강현면 답리	2023-06-09		4283035034	강원도 양양군 강현면 답리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283035034 > 5183035034 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183035035	강원특별자치도 양양군 강현면 광석리	2023-06-09		4283035035	강원도 양양군 강현면 광석리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283035035 > 5183035035 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183035036	강원특별자치도 양양군 강현면 정암리	2023-06-09		4283035036	강원도 양양군 강현면 정암리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283035036 > 5183035036 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183035037	강원특별자치도 양양군 강현면 용호리	2023-06-09		4283035037	강원도 양양군 강현면 용호리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283035037 > 5183035037 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183035028	강원특별자치도 양양군 강현면 석교리	2023-06-09		4283035028	강원도 양양군 강현면 석교리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283035028 > 5183035028 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183034034	강원특별자치도 양양군 현남면 원포리	2023-06-09		4283034034	강원도 양양군 현남면 원포리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283034034 > 5183034034 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5173031030	강원특별자치도 횡성군 우천면 백달리	2023-06-09		4273031030	강원도 횡성군 우천면 백달리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4273031030 > 5173031030 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183034036	강원특별자치도 양양군 현남면 지경리	2023-06-09		4283034036	강원도 양양군 현남면 지경리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283034036 > 5183034036 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182032032	강원특별자치도 고성군 죽왕면 송암리	2023-06-09		4282032032	강원도 고성군 죽왕면 송암리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282032032 > 5182032032 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182033000	강원특별자치도 고성군 토성면	2023-06-09		4282033000	강원도 고성군 토성면	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282033000 > 5182033000 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182033021	강원특별자치도 고성군 토성면 천진리	2023-06-09		4282033021	강원도 고성군 토성면 천진리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282033021 > 5182033021 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182033022	강원특별자치도 고성군 토성면 청간리	2023-06-09		4282033022	강원도 고성군 토성면 청간리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282033022 > 5182033022 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182033023	강원특별자치도 고성군 토성면 아야진리	2023-06-09		4282033023	강원도 고성군 토성면 아야진리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282033023 > 5182033023 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182031034	강원특별자치도 고성군 현내면 송현리	2023-06-09		4282031034	강원도 고성군 현내면 송현리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282031034 > 5182031034 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182031032	강원특별자치도 고성군 현내면 검장리	2023-06-09		4282031032	강원도 고성군 현내면 검장리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282031032 > 5182031032 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182033025	강원특별자치도 고성군 토성면 백촌리	2023-06-09		4282033025	강원도 고성군 토성면 백촌리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282033025 > 5182033025 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182025327	강원특별자치도 고성군 거진읍 송강리	2023-06-09		4282025327	강원도 고성군 거진읍 송강리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282025327 > 5182025327 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182025328	강원특별자치도 고성군 거진읍 석문리	2023-06-09		4282025328	강원도 고성군 거진읍 석문리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282025328 > 5182025328 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182025329	강원특별자치도 고성군 거진읍 초계리	2023-06-09		4282025329	강원도 고성군 거진읍 초계리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282025329 > 5182025329 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182025330	강원특별자치도 고성군 거진읍 대대리	2023-06-09		4282025330	강원도 고성군 거진읍 대대리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282025330 > 5182025330 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182025331	강원특별자치도 고성군 거진읍 송죽리	2023-06-09		4282025331	강원도 고성군 거진읍 송죽리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282025331 > 5182025331 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182025332	강원특별자치도 고성군 거진읍 반암리	2023-06-09		4282025332	강원도 고성군 거진읍 반암리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282025332 > 5182025332 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182025333	강원특별자치도 고성군 거진읍 송포리	2023-06-09		4282025333	강원도 고성군 거진읍 송포리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282025333 > 5182025333 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182025334	강원특별자치도 고성군 거진읍 봉평리	2023-06-09		4282025334	강원도 고성군 거진읍 봉평리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282025334 > 5182025334 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182025335	강원특별자치도 고성군 거진읍 냉천리	2023-06-09		4282025335	강원도 고성군 거진읍 냉천리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282025335 > 5182025335 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182025336	강원특별자치도 고성군 거진읍 오정리	2023-06-09		4282025336	강원도 고성군 거진읍 오정리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282025336 > 5182025336 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5183034035	강원특별자치도 양양군 현남면 지리	2023-06-09		4283034035	강원도 양양군 현남면 지리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4283034035 > 5183034035 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182032031	강원특별자치도 고성군 죽왕면 문암진리	2023-06-09		4282032031	강원도 고성군 죽왕면 문암진리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282032031 > 5182032031 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182032030	강원특별자치도 고성군 죽왕면 야촌리	2023-06-09		4282032030	강원도 고성군 죽왕면 야촌리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282032030 > 5182032030 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5182031030	강원특별자치도 고성군 현내면 배봉리	2023-06-09		4282031030	강원도 고성군 현내면 배봉리	1988-04-23	2023-06-09	[법정동코드 변경내역] 4282031030 > 5182031030 | [법정동명 변경내역]: 강원도 > 강원특별자치도
